news_id,news_title,review_title,rating,num_satisfactory
story_reviews_00388,Kids With Anxiety Disorders ‘Significantly’ Benefit From Mindfulness Exercises By Changing Brain Activity,"Leaning heavily on news release, story on anxiety therapy for children lacks crucial context",2,2
story_reviews_00389,Brain training' cut dementia risk in healthy adults -U.S. study,More backstory needed on study of ‘brain training’ benefits for dementia,3,5
story_reviews_00390,Your Fitbit Could Help You Get Pregnant — Here’s How,Fitbit and fertility: Not enough caution or context on 5-woman study,2,4
story_reviews_00391,Cutting Sugar Rapidly Improves Heart Health Markers,NYT blog post on sugar’s effect on heart disease markers was a little too short and sweet,3,4
story_reviews_00392,Dry needling' for pain therapy is under scrutiny,USA Today injects a vital dose of scrutiny to story on ‘dry needling’ for pain,4,8
story_reviews_00393,Treating PTSD With Virtual Reality Therapy: A Way to Heal Trauma,ABC’s look at treating PTSD with virtual reality: Classic example of anecdote over evidence,1,2
story_reviews_00394,Can New Devices Match Heimlich to Stop Choking?,Kudos to WSJ for giving thorough look at ‘Heimlich alternative’ devices for choking victims,5,10
story_reviews_00395,Stem cell research aims to put an end to root canals,CBS story on stem cells and root canals inflates the benefits and ignores the risks,2,3
story_reviews_00396,Could Statins Help Fight Cancer?,News release and HealthDay create perfect storm of misinformation on statins and cancer,3,4
story_reviews_00397,A Cavity-Fighting Liquid Lets Kids Avoid Dentists’ Drills,"Cavity-fighting liquid for kids: Nice story, but what does the medical evidence show?",4,8
story_reviews_00398,Experimental drug shows promise for quick treatment of postpartum depression,STAT’s story on postpartum depression drug– ‘a paradigm shift’ that needed more scrutiny,4,6
story_reviews_00399,Abbott wins U.S. approval for stent that absorbs into body,‘This is a game changer:’ Reuters story on new dissolvable stent borders on giddy,3,6
story_reviews_00400,FDA approves first dissolving stent for US patients,AP takes pains to point out lack of long-term data for new dissolvable stent,4,8
story_reviews_00401,Test Aids Prostate Cancer Treatment,WSJ story on prostate cancer treatment test leaves us wondering: Why no independent viewpoints?,4,7
story_reviews_00402,"I’ll never go through shoulder surgery again, so here’s what I did",Platelet-rich plasma for rotator cuff tears: Washington Post’s story gave us aches and pains,3,5
story_reviews_00403,"Stem cell study for ALS patients shows promise, yet causes pain","CNN can’t resist lure of early-phase ALS stem cell research, but keeps tone moderate",4,8
story_reviews_00404,It’s Comical. It’s Critical. It Might Even Help You Lose Weight.,Bloomberg story on fiber benefits hinges on unpublished data from a private fitness app,4,6
story_reviews_00405,How to Prevent a Heart Attack: Text Patients on Healthy Habits,Texting to ‘prevent heart attacks:’ WSJ overstates scope of study,4,7
story_reviews_00406,Exclusive: Doctors to Test a Groundbreaking Treatment for Strokes,It’s never OK to use ‘groundbreaking treatment for strokes’ when it’s never been tested in people,4,6
story_reviews_00407,Should pregnant women be induced at 39 weeks?,Inducing at 39 weeks: Washington Post story mystifies more than clarifies,3,6
story_reviews_00408,CAN GOOGLE GLASS HELP AUTISTIC CHILDREN READ FACES?,Google Glass for autism: AP story is shortsighted on evidence,3,6
story_reviews_00409,Can memory loss in Alzheimer's patients be reversed?,CBS News story on Alzheimer’s treatment follows familiar formula,2,3
story_reviews_00410,The Promise (and Limits) of Pediatric Proton Radiation,U.S. News & World Report story on proton beam radiation left out the evidence,4,8
story_reviews_00411,Lung Cancer Trial Stopped After Jimmy Carter Drug Shrinks Tumors,NBC News takes level-headed approach covering ‘Jimmy Carter drug’ for lung cancer,4,8
story_reviews_00412,Expert Panel Reaffirms Need for Colon Cancer Screen Beginning at Age 50,Colon cancer screening news: HealthDay’s story missed opportunity to go beyond news release,4,7
story_reviews_00413,Novo diabetes drug cuts heart risks by less-than-hoped 13 percentage,Independent source and costs: All that’s missing from otherwise solid Reuters story on Victoza,4,8
story_reviews_00414,Prozac May Be the Only Drug That Effectively Treats Depression in Kids,Several errors mar Slate’s story on antidepressant use in kids,2,4
story_reviews_00415,A Scientist's Dream Fulfilled: Harnessing The Immune System To Fight Cancer,Scientist’s quest to fight cancer: Captivating story from NPR overlooked limitations,3,6
story_reviews_00416,"Ovarian cancer blood tests: Available, not widely used",Thorough story on underuse of new ovarian cancer tests needed a few more numbers,4,8
story_reviews_00417,A ‘Polypill’ May Be the Next Big Preventive Fix,WSJ story speculates about benefits of non-existent ‘polypill’ to treat age-related diseases,1,2
story_reviews_00418,This isn’t hype: Canadian doctors just reversed severe MS using stem cells,Thorough and informative: Vox’s story on stem cell therapy for multiple sclerosis,5,9
story_reviews_00419,Breast cancer treatment shows benefit to extended treatment with aromotase inhibitors ,Well done: STAT story on extended use of aromatase inhibitors for breast cancer,5,9
story_reviews_00420,Blood test could identify people who will respond to antidepressants,Guardian hypes possible blood test for depression as ‘breakthrough’,2,3
story_reviews_00421,Stem Cells May Safely Restore Motor Function In Patients Suffering From Disabilities After Stroke,Medical Daily story on stem cells for stroke needed injection of independent viewpoints,3,5
story_reviews_00422,Program Cut Catheter-Associated Urinary Tract Infections,More succinct data needed in HealthDay story on lowering catheter-associated urinary tract infection rates,4,5
story_reviews_00423,Dermira's drug for excessive armpit sweating succeeds in key studies,Reuters story on new drug for excessive sweating was less informative than the news release,2,3
story_reviews_00424,New Eczema Treatments Could Be Available Soon,WSJ story on eczema drug trials bereft of study design details,3,6
story_reviews_00425,Statins 'could be valuable addition to breast cancer treatment',Research on statins for breast cancer: The Guardian mischaracterizes results as possible ‘valuable’ treatment,2,4
story_reviews_00426,Chest Protectors Guard Against Deadly Blows to Chest,AP story on chest-protecting athletic gear skims over evidence,3,4
story_reviews_00427,Embryo screening helps couples avoid genetic diseases,"With no apparent news hook, it’s unclear why Fox News is discussing embryo screening",2,3
story_reviews_00428,A Cure for Digital Addicts’ ‘Text Neck’?,WSJ’s look at apps and wearables for ‘text neck’ takes a measured approach,4,7
story_reviews_00429,Experimental procedure aimed at repairing spinal cord shows promise,CBS News story hypes unproven stem cell treatment for spinal cord injury,2,3
story_reviews_00430,Doctors test new device for uterine fibroids,New surgical method for uterine fibroids gets thorough look by Inquirer,4,8
story_reviews_00431,Cancer Drug Keytruda Keeps Some Patients Alive For 3 Years,"Except for presidential anecdote, NBC story on new melanoma drug was well-balanced",5,9
story_reviews_00432,Type 1 diabetes treatment could end need for insulin shots,"Guardian predicts end to insulin shots based on rehashed news release, mouse research",2,3
story_reviews_00433,Oramed says oral insulin succeeds in midstage type 2 diabetes trial,Reuters story on oral insulin trial needed sources beyond drug company CEO,3,5
story_reviews_00434,"Magic mushroom ingredient may ease severe depression, study suggests",Reuters jumps the gun on 12-patient trial to test safety of ‘magic mushrooms’,3,6
story_reviews_00435,Reviving Memory With An Electrical Current,Deep brain stimulation for dementia: NPR’s positive tone not matched by evidence,2,4
story_reviews_00436,Same-day hip replacements get patients back on their feet,CBS’s same-day hip replacement story makes it sound like a new procedure,2,4
story_reviews_00437,Does Putting On A Few Pounds Help You Cheat Death?,Higher BMI is healthier? NPR story makes well-documented ‘obesity paradox’ sound new,3,4
story_reviews_00438,What Teen Girls Should Eat to Reduce Breast Cancer Risk,Fruit and breast cancer risk: TIME leaves out key data details,3,3
story_reviews_00439,"Facelift in a Bottle? 'Second Skin' Tightens Baggy Eyes, Protects Dry Skin",‘Facelift in a bottle:’ Incomplete NBC coverage reads too much like the news release,2,4
story_reviews_00440,"‘Second Skin’ May Reduce Wrinkles, Eyebags, Scientists Say",‘Second skin’ needs a second look: Times coverage thin on evidence for new wrinkle approach,3,6
story_reviews_00441,Could Nasal Spray Curtail Nighttime Bathroom Trips?,HealthDay story wisely includes harms of nocturia drug for older adults,4,8
story_reviews_00442,Eat This Carb and You Won’t Gain Weight,‘Eat this carb and you won’t gain weight’–TIME story leaves readers hungry,3,4
story_reviews_00443,"This new device claims to be the ""off switch for menstrual pain."" And it might actually work.",Vox knocks it out of the park with well-done story on new device for menstrual pain,5,9
story_reviews_00444,An Online Program May Help Prevent Depression In Some People,"Online program to prevent depression: Solid effort by NPR, though a key limitation was overlooked",3,5
story_reviews_00445,"Wine and coffee lovers, drink up! It's great for your microbiome",LA Times story mischaracterizes studies on intestinal microbiome,3,3
story_reviews_00446,Is Peru’s Psychedelic Potion a Cure or a Curse?,"Personal anecdotes overwhelm cautionary details in WSJ story on ayahuasca, a Peruvian hallucinogenic concoction",4,7
story_reviews_00447,"GENE THERAPY MIGHT BE THE BEST, AND PERHAPS ONLY, CHANCE AT CURING BRAIN DISEASES","With no discussion on limits of animal research, Newsweek story adds to hype on gene therapy",3,6
story_reviews_00448,Could marijuana help treat painkiller and heroin addiction?,"Strong on sources, weak on data: CBS story on using marijuana for painkiller addictions",3,5
story_reviews_00449,"Mediterranean Diet Protects Heart Disease Sufferers From Heart Attack, Stroke",Medical Daily story on Mediterranean diet study mostly echoes news release,3,4
story_reviews_00450,Teen Feels 'Hopeful' After Experimental Stem Cell Procedure on Damaged Heart,"ABC joins bandwagon, puts rosy spin on stem cell therapy, this time for muscular dystrophy",2,3
story_reviews_00451,Aggressive 'mini-stroke' therapy may cut serious stroke risk by half,Reuters Health story wisely notes limitations of NEJM study on treating mini-strokes,3,5
story_reviews_00452,"New Stroke Treatment Saves Lives, Improves Recovery",NBC story built around one patient’s amazing stroke recovery; skimps on data suggesting result is unusual,2,3
story_reviews_00453,Tracking the risks and rewards of transcranial magnetic stimulation,"Globe story on experimental autism treatment is all anecdote, no data",3,4
story_reviews_00454,"More than shots, there's new help for allergy sufferers ",Philly physician Q&A hits many key points on newer allergy treatments,4,7
story_reviews_00455,"Many women could benefit from earlier mammograms, analysis finds",HealthDay story overstates scope of mammography screening study in younger women,2,2
story_reviews_00456,A Paralysed Man Can Play “Guitar Hero” Using A Computer That Reads His Thoughts,BuzzFeed oversells benefits of experimental technology used on paralyzed man,4,5
story_reviews_00457,Using Vegetable Oils to Lower Cholesterol May Not Improve Longevity,"Solid effort by NBC on saturated fat study, though story lacked hard numbers on findings",5,6
story_reviews_00458,Love of physical activity may start in the womb,WaPo story generalizes findings of small study on mice to pregnant women,2,2
story_reviews_00459,Should you be taking daily low-dose aspirin for heart health?,Aspirin report from CBS doesn’t go much beyond the news release,4,5
story_reviews_00460,Experts debate: Do healthy people need an aspirin a day?,An array of sources make this STAT story on aspirin task force recommendations very strong,5,8
story_reviews_00461,The homeliest nut just got better,Walnut-cholesterol study needed more scrutiny in CBS story,3,4
story_reviews_00462,Vericel stem cell heart failure therapy cuts deaths: study,Stem cell therapy for heart failure: Reuters story covers most of the bases,4,7
story_reviews_00463,Baby Deadline Test: Beat Your Biological Clock,"‘Baby deadline test’ story on NBC News: heavy on anecdotes, light on evidence",2,4
story_reviews_00464,Acupuncture May Ease Hot Flashes for Breast Cancer Patients,Acupuncture for hot flashes in breast cancer patients: Story left out past study findings,3,5
story_reviews_00465,This New Blood Test Could Detect Concussions,Blood tests for concussions: TIME leaves out key details on study results,3,5
story_reviews_00466,"Mindful meditation may be the answer to relieving chronic back pain, study suggests",WaPo leans hard on news release for story on meditation and back pain,4,7
story_reviews_00467,The Benefits of Intensive Cardiac Rehabilitation Over Ordinary Cardiac Rehabilitation,Rehab needed for U.S. News & World Report story on cardiac rehab,3,4
story_reviews_00468,Broccoli May Slow or Reverse Some Atherosclerosis,"Just in time for Easter, bunny research reported as evidence of broccoli’s benefits",2,3
story_reviews_00469,"To quit smoking, it's best to go cold turkey, study finds","Quitting cold turkey–strong coverage from LA Times, except for lack of independent sources",4,7
story_reviews_00470,No-Drill Dentistry: Fluoride Treatments Can Prevent Cavities In Adults,NPR trend piece on fluoride treatments in adults should have drilled into hard evidence,4,6
story_reviews_00471,How a balloon can help you lose weight,Fox News story on gastric balloon: more superficial news that reads like paid content,2,3
story_reviews_00472,First-of-its-kind cataract surgery using stem cells shows promise,CBS story on stem cell surgery for cataracts kept hype in check but lacked key study details,4,7
story_reviews_00473,Smart air quality device and app helps you breathe easier,Fox News story on air quality device reads like sponsored content,2,4
story_reviews_00474,Occasional fasting could help you live longer,CNN story on fasting diet study veers into clickbait territory,3,5
story_reviews_00475,'Female Viagra' gets mixed reviews,False balance in CNN coverage of female sexual dysfunction: anecdotes given equal weight as systematic evidence review,2,3
story_reviews_00476,Ibuprofen patch heralds side effect free drug future,Interesting but evidence-free story on ibuprofen skin patch,3,5
story_reviews_00477,"A Vaginal Ring Could Prevent HIV, Two Huge Studies Just Found",Vaginal ring for HIV prevention: a few details would have elevated good coverage to great,3,6
story_reviews_00478,More support for osteoporosis drugs,"Informative, intelligent coverage of osteoporosis drug tradeoffs",5,8
story_reviews_00479,"Acupuncture May Help Ease Fibromyalgia Pain, Study Finds",Acupuncture for fibromyalgia: a few small details would’ve improved a strong story,4,8
story_reviews_00480,Blood-boosters may give tiny preemies a developmental edge,Good AP story well told about research to help preemies,3,6
story_reviews_00481,When medication doesn't work: Innovative program eases ADHD symptoms naturally,ADHD treatment news via lone anecdote more advertising than journalism,1,1
story_reviews_00482,Could This Opioid Implant Really End The Opioid Epidemic?,Independent voices boost coverage of potential opioid addiction treatment,4,7
story_reviews_00483,"Flashing night-lights may help lessen jet lag, circadian problems",Outside commentary adds clarity to story on potential jet lag therapy,5,9
story_reviews_00484,Study finds new potential treatment for jet lag,Story on light-based jet lag research goes dark on some key issues,3,5
story_reviews_00485,Same-Day Hip Replacement ,"Excellent sourcing, but questionable anecdotes, for WSJ piece on same-day hip replacement",2,4
story_reviews_00486,Bacteria From Mother May Colonize Cesarean Births,Transferring Mom’s bacteria to C-section babies — but what if the bugs aren’t all friendly?,5,7
story_reviews_00487,A Diet High In Fiber May Help Protect Against Breast Cancer,How big is the reduction in breast cancer risk linked to a high-fiber diet? 16 percent or 0.2 percentage point?,3,3
story_reviews_00488,Teen eating habits may help cut breast cancer risk,Multiple perspectives elevate CBS coverage of diet-breast cancer link,3,4
story_reviews_00489,Cell therapy in protective bubble offers hope for diabetes fix,Sexy but not sensational: STAT strikes the right balance on stem cell diabetes approach,4,7
story_reviews_00490,Zafgen reports promising results from weight-loss drug study,New drug candidate yields “significant weight loss” — but what does that mean?,3,6
story_reviews_00491,Sleeping in on weekends may help reduce diabetes risk,"Saturday sleep-ins help prevent diabetes? Small, preliminary study got more attention than it deserved",4,5
story_reviews_00492,School water coolers may help kids lose weight,“Just add water” for student weight loss? Strong CBS report missed on costs and study limitations,4,6
story_reviews_00493,Cancer treatment offers MS patients hope after 'remarkable' trial results,Stem cells for MS: “remarkable” testimonials risk raising false hopes,2,3
story_reviews_00494,Health Buzz: Common Painkiller Fights Cancer; Diclofenac could be the next cancer treatment.,Weak story on possible new cancer approach passes along news release claims uncritically,2,3
story_reviews_00495,Panel Reasserts Mammogram Advice That Triggered Breast Cancer Debate,"Thorough, thoughtful coverage of Task Force’s final mammogram recommendations",5,9
story_reviews_00496,New breast cancer screening guidelines at odds with Congress,Informative report on mammogram recommendations could have quantified lives saved,4,7
story_reviews_00497,Cortisol levels in children's hair may reveal future mental health risk,"The Guardian’s bad hair day: No, cortisol in hair can’t “reveal future mental health risk” in children",2,2
story_reviews_00498,How stem cell therapy may help treat COPD,Fox story advertises unproven stem cell therapy for COPD,1,2
story_reviews_00499,"Report: DASH Diet Best Overall Eating Plan The MIND, Mediterranean and Fertility diets also get high marks for health",US News “Best Diets” release rehashed as HealthDay story,2,3
story_reviews_00500,Why Tortillas May Hold The Key To Healthier Babies,Tacos and neural tube defects: NPR deftly explains the connection,4,7
story_reviews_00501,"Newer Blood Pressure Drugs as Good as Older Ones: Study Analysis indicates ACE inhibitors and ARBs are equally effective, researchers say",Newer blood pressure meds “as good as old ones” — but at doing what exactly?,3,5
story_reviews_00502,"New class of blood pressure meds as effective as old, analysis shows",A gloss over costs in coverage of competing blood pressure meds — but also some strengths,4,8
story_reviews_00503,12 Minutes of Yoga for Better Bone Health,Got yoga? Generally thorough Times report doesn’t quantify size of bone health benefits,4,7
story_reviews_00504,"C-Sections Are Best With a Little Labor, a Study Says",Times overstates risks of planned vs. unplanned C-sections,4,7
story_reviews_00505,"Got Night Milk? A Possible Treatment for Anxiety, Insomnia",WSJ reports: Milk collected at night makes mice sleepy,3,4
story_reviews_00506,Marijuana Chemical Shows Promise for Hard-to-Treat Epilepsy in Kids,"Marijuana oil and epilepsy: HealthDay underscores perils of uncontrolled, unblinded studies",4,7
story_reviews_00507,"Women with Stage 4 breast cancer survive longer if they have surgery, study shows",Post lays out limitations of study showing longer survival with breast cancer surgery,4,7
story_reviews_00508,"""Bubble baby"" stem cell treatment looks like a cure ",CBS cures two diseases in one 400-word story,1,2
story_reviews_00509,The alternative infertility treatment that's helping some women get pregnant,"Fox offers balanced look at infertility treatment alternative, but why is this news now?",3,6
story_reviews_00510, Panic disorder treatment could be breath of fresh air ,A device to help people with panic attacks breathe easier? Inquirer gives readers the low-down,5,9
story_reviews_00511,"Light therapy effective for treating depression, not just winter blues",Should light therapy be recommended for depression in general — not just in winter?,4,6
story_reviews_00512,Coffee could literally be a lifesaver,Could coffee “literally be a lifesaver”?,3,4
story_reviews_00513,Will drinking coffee extend your life? ,Will drinking coffee extend your life? STAT delivers a 5-star answer,5,8
story_reviews_00514,Breast-Feeding Linked to Reduced Risk of Preemie Eye Problem,HealthDay carefully describes link between breastfeeding and preemie eye disease,5,5
story_reviews_00515,FDA Approves Roche’s Cotellic Treatment for Melanoma ,"WSJ whiffs on meaningful aspects of new melanoma drug approval — including $17,600/month price tag",2,3
story_reviews_00516,Medical First: Brain tumor breached with ultrasound ,Coverage of “huge achievement” reported at news conference lacked context and a restraining voice,3,4
story_reviews_00517,Penn study: Pay patients to take their pills ,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,5,10
story_reviews_00518,Better Diets May Be Extending Americans' Lives ,Have better diets “saved more than one million people from dying”?,4,6
story_reviews_00519,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Uneven coverage of web-based suicide prevention program for doctors,3,5
story_reviews_00520,What Happens If You Try To Prevent Every Single Suicide?,Textured look at one health system’s relentless suicide prevention efforts,4,7
story_reviews_00521,FDA approves cancer treatment that uses virus to attack tumors,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,3,6
story_reviews_00522,"Sugar Is Definitely Toxic, a New Study Says",Is sugar “definitely toxic”?,5,7
story_reviews_00523,IUDs and Hormonal Implants Remain Underused Contraceptives,Thorough look at underuse of long-term reversible contraceptives,5,9
story_reviews_00524,Merck's Keytruda extends survival in lung cancer study,News release-based story on cancer drug lacks most of what readers need,2,4
story_reviews_00525,Portable gluten test promises to ease dining woes,Optimistic coverage of “portable gluten test” lacks some key context,3,5
story_reviews_00526,"Could an Inexpensive, Underused Drug Reduce Blood Loss During Surgery? Study finds tranexamic acid reduces the need for blood transfusions during joint replacement procedures.",Evidence overstated in coverage of drug to reduce blood transfusions,4,7
story_reviews_00527,Talk Therapy Found to Ease Schizophrenia,Times explores impact of integrated care model for schizophrenia treatment,4,7
story_reviews_00528,How well do flu shots work? Here’s what the science says.,How good is the flu shot? Vox delivers an exemplary answer,5,10
story_reviews_00529,"Cheers! For those managing diabetes, wine can help, study says","“Wine can help” those with type 2 diabetes, says LA Times, but benefits aren’t quantified (and are actually quite small)",3,5
story_reviews_00530,Why Double Knee Replacement Might Be Best ,Careful look at tradeoffs involved with double knee replacement,5,9
story_reviews_00531,Ovarian Tissue Transplant Can Help Some Women Have Kids After Cancer Treatment Researchers in Denmark report a success rate of about 30 percent,Kids after cancer treatment? HealthDay breaks down evidence on ovarian transplant procedure,4,8
story_reviews_00532,OrCam helps the blind math teacher 'see' again,The blind shall “see”: Fox promotes new visual aid with one woman’s glowing testimonial,3,5
story_reviews_00533,Heart Scan Can Fine-Tune Risk Estimate for Patients Considering Statins,Optimal balance of competing views on value of CT heart scans,4,8
story_reviews_00534,"Genetic tests for psychiatric drugs spur hope, doubts",Deep dive into the ethics and evidence underlying genetic testing in depression treatment,5,9
story_reviews_00535,"Health Buzz: Dried Plums May Reduce Colon Cancer Risk The sweet snack can affect gut bacteria, researchers say.",US News story confused about difference between rats and people,1,1
story_reviews_00536,"New Support for Home Births U.K. board NICE, in a surprise, rules having a baby at home is safer than a hospital in some low-risk pregnancies",Home birth vs. hospital: Strong WSJ evaluation of new UK guidelines,4,8
story_reviews_00537,"Some with early-stage breast cancer can skip chemo, study says",A test that identifies women with breast cancer who can “skip chemo”? AP thoroughly analyzes the claim,5,9
story_reviews_00538,Club Drug Ketamine Gains Traction As A Treatment For Depression,Ketamine for depression: NPR coverage leans too heavily on proponents,3,6
story_reviews_00539,Combination Drug May Ease the Agitation of Alzheimer’s,"With just 226 words, NYT can’t deliver needed context on Alzheimer’s agitation study",3,5
story_reviews_00540,"'Super' berry may help boost memory, heart health",A bowlful of ‘super berry’ claims backed by zero evidence,2,3
story_reviews_00541,"Text Reminders Help People Lower Cholesterol, Blood Pressure",Texting your way to heart health? NPR thoroughly examines the evidence,5,8
story_reviews_00542,Vaccine offers new hope for removing precancerous cervical lesions,Useful details in reporting on vaccine treatment for precancerous cervical lesions,0,7
story_reviews_00543,Powdered Ginger May Ease Seasonal Allergy Symptoms,Ginger for allergies? Pretty good brief about a mouse study is missing a few key elements,4,6
story_reviews_00544,Lilly diabetes drug slashes deaths 32 pct in heart-risk patients,A diabetes drug that “slashes deaths 32 pct” — what does that really mean?,3,6
story_reviews_00545,"Panel Says Aspirin Lowers Heart Attack Risk For Some, But Not All","Strong overall, NPR report on aspirin for heart protection would have benefited from more numbers",4,7
story_reviews_00546,"Vitamin D supplements: Panacea, placebo or something in between?",Nuanced portrait of evidence on prevention benefits of vitamin D,5,9
story_reviews_00547,New Evidence Resveratrol May Slow Alzheimer’s,Resveratrol “may slow Alzheimer’s”? Not really,2,3
story_reviews_00548,"For Alzheimer's patients, resveratrol brings new hope","Over-the-top headline aside, CNN frames resveratrol/Alzheimer’s study in cautious, accurate language",5,8
story_reviews_00549,Consumer Blood Test to Detect Cancer Hits Market Amid Skepticism,Bloomberg “liquid biopsy” story nods to “skepticism” in headline,4,7
story_reviews_00550,Pathway launches 'liquid biopsy' to find cancer in healthy people,Reuters adds some cold water to direct-to-consumer ‘liquid biopsy’,5,10
story_reviews_00551,Psychedelics Promise a ‘Paradigm Shift’ in Treating Mental Illness,Magic mushrooms for mental health? Shaky basis for story’s proposed “‘paradigm shift”,3,6
story_reviews_00552,T-cell therapy results more modest than hoped for chronic leukemia,"With focus on one patient, story manages to convey complexity of T-cell therapy for leukemia",4,8
story_reviews_00553,Women are not getting treated for menopausal symptoms,Why are so few women being treated for menopause symptoms? “Rational choice” not high on this story’s list of answers,3,5
story_reviews_00554,"Sleep Fights Colds, Study Finds",“Sleep Fights Colds”? Study author suggests headline flunks Methodology 101,3,4
story_reviews_00555,Asterias's stem cell therapy shows promise in study,Stem cells for spinal cord injury: story lacks detail on how improvements were defined and measured,3,4
story_reviews_00556,Acupuncture Best for Hot Flashes in Breast Cancer Survivors: Study,Acupuncture for hot flashes: HealthDay strong on placebo effect discussion but missing other details,3,5
story_reviews_00557,An aspirin a day – for years – may keep colon cancer away,"Harms, limitations explored in Reuters Health’s aspirin/colon cancer coverage",5,8
story_reviews_00558,Heart Drug Linked to Extra Years for Cancer Patients,WSJ fills holes left by incomplete news release on beta-blockers and ovarian cancer,5,8
story_reviews_00559,"Should you take Tylenol, Advil, or aspirin for pain? Here's what the evidence says.","Reader question on OTC pain relievers generates thorough, evidence-based response",5,9
story_reviews_00560,Too Much Fat? Try a Whole-Body Scan Procedure gives far more data than a body-mass index,"Should you track your fat with a whole-body scan? Many experts would say no, but WSJ coverage lacked a critical voice",3,7
story_reviews_00561,A Grief So Deep It Won’t Die,"Can new psychotherapy help with deep, long-lasting grief? It’s “complicated,” says The Times",3,6
story_reviews_00562,'Play This Video Game And Call Me In The Morning',Video games as medicine? Sourcing a strong point in coverage of regulatory aspects,2,4
story_reviews_00563,Testing for more breast cancer genes offers useful information,Strong report on study of broader multigene breast cancer testing,5,8
story_reviews_00564,FDA approves tool for diagnosing dementia in a doctor’s office,FDA approves first computer-based dementia assessment aid; thorough Post report falls just short on key aspects of coverage,2,4
story_reviews_00565,'Scoring System' May Spot Those in Greatest Need of Colonoscopy; But one expert cautions that even 'low risk' patients can still develop suspicious polyps,High score for HealthDay coverage of “scoring system” for colonoscopy candidates,4,7
story_reviews_00566,Better communication can help couples affected by Alzheimer’s,Important Alzheimer’s topic needed a second source for context,2,3
story_reviews_00567,Lasering your lady parts? New technology helps women revitalize sex life after menopause,FoxNews’ “Lasering Your Lady Parts” – 1 MD & 13 “cured” patients,2,4
story_reviews_00568,"Surprising news about teens, marijuana, and health issues. It’s all good.",“Surprising news” about teens & marijuana “all good” – really?,1,1
story_reviews_00569,A Green Light for Red Palm Oil as Health Aid? Manufacturers cite healthy antioxidants and heart benefits,WSJ gives no green light for red palm oil as health aid,5,10
story_reviews_00570,Brain training app could help people with schizophrenia,Too soon for story to say that game app could help people with schizophrenia,1,1
story_reviews_00571,How Well Does the Newly Approved Weight-Loss 'Balloon' Work? Expert notes it will probably only be effective for short-term weight loss,"Solid reporting, but broader ethical/medical questions not addressed",4,8
story_reviews_00572,One-two punch of two generics for breast cancer may be more powerful than wonder drug tamoxifen,Story’s “one-two punch” for breast cancer could leave some women knocked out by side effects,3,5
story_reviews_00573,Gardasil: Yup. Still Safe.,Evidence-based message on HPV vaccine would have benefited from more specifics,3,5
story_reviews_00574,"Lilly’s Alzheimer’s Drug May Slow Patients’ Decline, Study Shows Separate study shows experimental Biogen drug also holds promise",WSJ business story on Alzheimer’s drugs missed key aspects of health angle,3,5
story_reviews_00575,"Pill may make pizza, pasta safe for gluten-free diners",A pill that neutralizes gluten? Fox rehash of a CBC story reflects polluted health news stream,1,1
story_reviews_00576,What’s The Optimal Speed For Exercise? ,"Can you jog away from an early grave? This story gives a well-supported, evidence-based answer",4,6
story_reviews_00577,Could a Saliva Test Help Spot Alzheimer's?,Strong look at evidence underlying saliva test for Alzheimer’s,3,6
story_reviews_00578, Alzheimer’s May Show Up in Saliva,Saliva test for Alzheimer’s? Bare-bones report misses a host of concerns,1,1
story_reviews_00579,Prenatal Blood Tests Could Detect Cancer in Mothers,Thoughtful and thorough coverage on prenatal tests’ ability to find cancer in mothers,5,8
story_reviews_00580,Prenatal testing can detect cancer in pregnant mothers ,Prenatal testing finds mother’s cancer — but CBS lost an opportunity to explain research’s broader relevance,2,3
story_reviews_00581,"More People Should Get Statins, Report Says",Costs and risks spelled out clearly in NBC report on statins,4,7
story_reviews_00582,2 Studies Back Guidelines for Wider Use of Statins,Comprehensive coverage of two new statin studies,5,8
story_reviews_00583,A New Frontier in Sun Protection,Need to shine a better light on after-sun products,3,5
story_reviews_00584,F.D.A. Approves Heart Drug Entresto Said to Cut Death Risk by 20%,"Business story on Entresto, newly approved heart failure drug, capably covers most of the health implications",5,9
story_reviews_00585,"Calcium Scan Can Predict Premature Death Risk, Study Says Noninvasive look at arteries may benefit people without obvious heart symptoms",Problems with evidence and anatomy in coverage of coronary calcium test,2,4
story_reviews_00586,"Weight-Loss Surgery Better Than Diet and Exercise in Treating Type 2 Diabetes, Study Finds",Bariatric surgery for type 2 diabetes: informative WSJ report needed cost and complications info,3,5
story_reviews_00587,Organ-On-Chip Could Revolutionize Drug Testing,Story about “organ-on-a-chip” benefits could have used an independent voice,3,6
story_reviews_00588,Here's new evidence that widespread breast cancer screening isn't effective,Strong report questions effectiveness of breast cancer screening — but needed a discussion of study limitations,4,8
story_reviews_00589,FDA OKs second test to see if Essure contraceptive is placed right,Transvaginal ultrasound to confirm placement of Essure device: Story based on a Bayer news release offers little information of value,2,3
story_reviews_00590,"For post-op complications, go back to the same hospital: study",Benefits of readmission to same hospital for post-op complications: Coverage lacking in critical evaluation,2,3
