word,log_odds_ratio
skills,0.00155
skin,-0.12757
skip,-0.19137
skull,-0.19137
sleep,-0.18837
sleeping,-0.33075
slight,0.15784
slightly,-0.41514
sloan,-0.28988
slovakia,-0.10114
slovenia,-0.13369
slow,-0.09688
slowed,-0.06587
slower,-0.19189
slowing,0.04399
slowly,-0.47049
small,-0.16832
smaller,-0.14186
smart,-0.24288
smartphone,-0.06587
smoke,-0.22701
smoked,-0.01436
smokers,-0.59364
smoking,-0.19609
social,0.07407
society,-0.18518
soft,0.20935
software,0.03182
sold,-0.66513
solid,-0.01445
solomon,-0.10114
solution,0.07448
solutions,-0.15374
somalia,-0.10114
someone,-0.24192
something,-0.21137
sometimes,-0.1893
somewhat,-0.22701
somewhere,-0.289
son,-0.11281
soon,-0.22265
sooner,-0.24428
sort,-0.17781
sought,-0.02787
sound,0.04454
source,-0.45531
sources,-0.06602
south,-0.07953
southern,-0.06617
space,-0.31827
spain,-0.31231
spam,-0.10114
speak,-0.289
special,-0.18574
specialist,-0.21614
specialists,-0.19292
specialized,-0.54484
specializes,-0.54484
species,-0.19137
specific,-0.12577
specifically,-0.12825
spectrum,0.25571
speech,0.01388
speed,-0.06633
spend,-0.25471
spending,0.35734
spent,-0.16947
sperm,-0.33075
spinal,-0.13504
spine,-0.52197
spokesman,-0.40402
spokeswoman,-0.63271
sponsored,-0.3689
sports,-0.39399
spot,0.00155
spots,-0.11198
spray,0.06
spread,0.0256
spring,-0.22701
squibb,0.41512
sri,-0.10114
st,-0.04493
stable,-0.21909
staff,-0.59364
stage,0.01119
stages,0.01406
stairs,-0.19137
stand,0.27689
standard,-0.19794
standardized,-0.06587
standing,0.06
stanford,-0.40141
start,-0.18224
started,0.00808
starting,-0.42578
starts,-0.00755
state,-0.14626
stated,0.11151
statement,-0.05577
states,-0.27008
statin,-0.19189
statins,-0.67427
statistical,-0.82393
statistically,-0.34196
statistics,0.06
status,0.11193
stave,-0.73852
stay,-0.07723
stayed,-0.54484
staying,0.21796
steady,-0.33075
stem,0.01412
stent,0.04399
step,-0.1141
stephen,-0.11281
steps,-0.49726
steven,-0.91308
stick,-0.1924
stigma,-0.06587
still,-0.36975
stimulate,0.09123
stimulates,-0.15374
stimulating,-0.13369
stimulation,-0.06648
stock,-0.46689
stomach,-0.36132
stop,-0.01251
stopped,-0.19556
stopping,-0.06617
stops,-0.11198
store,-0.43657
stories,-0.09855
story,-0.35184
straight,-0.3689
strain,-0.40402
strains,0.01388
strategies,0.014
strategy,-0.47049
street,-0.13436
strength,0.06048
stress,0.0096
stressed,-0.41662
striking,-0.40402
stroke,-0.1625
strokes,-0.52319
strong,0.03874
stronger,0.02674
strongest,0.01388
strongly,-0.19292
structure,-0.67085
struggle,-0.34496
struggled,-0.15374
struggling,-0.19189
stuck,-0.63271
student,-0.10114
students,-0.06602
studied,-0.28463
studies,-0.23116
study,-0.14122
studying,-0.11281
stuff,-0.46689
subject,-0.29076
subjects,-0.15064
submitted,-0.01436
subscribe,-0.59095
subscribing,-0.22701
subscription,-0.13369
subsequent,-0.46689
substance,-0.93771
substances,-0.41662
substantial,-0.70976
substantially,-0.19189
success,-0.19772
successful,-0.0671
successfully,-0.09017
sudan,-0.10114
sudden,-0.06602
suddenly,-0.40402
suffer,-0.06088
suffered,-0.12165
sufferers,0.22316
suffering,0.08875
sufficient,-0.70598
sugar,-0.06742
suggest,-0.22812
suggested,-0.37523
suggesting,-0.6521
suggests,-0.20106
suicidal,-0.76885
suicide,-0.76885
suitable,0.71873
summer,0.014
sun,-0.16401
sunday,-0.21447
superior,-0.06602
supplement,-1.11782
supplementation,0.04399
supplements,-0.29434
supplies,-0.54484
supply,-0.00755
support,-0.14576
supported,0.03182
supporting,-0.70598
supports,-0.39814
supposed,-0.06587
sure,-0.04133
surface,-0.09017
surgeon,0.02224
surgeons,-0.02009
surgeries,-0.01445
surgery,-0.07583
surgical,0.03725
suriname,-0.10114
surprise,-0.06587
surprised,-0.35756
surprising,0.06048
surprisingly,-0.19137
surrounding,0.11193
survey,-0.89559
survival,-0.04062
survive,-0.08473
survived,-0.79724
surviving,0.04399
survivors,-0.0033
suspect,-0.19189
suspected,0.03182
sustained,-0.79724
svalbard,-0.10114
swaziland,-0.10114
sweat,0.59192
sweden,-0.27355
swelling,-0.24428
switch,-0.25955
switched,-0.289
switzerland,0.03664
swollen,-0.19137
symptom,0.04454
symptoms,0.05002
syndrome,-0.29344
synthetic,-0.3689
syrian,-0.10114
system,-0.1174
systems,0.08052
table,0.11172
tackle,0.04399
tailored,-0.01436
taiwan,-0.13369
tajikistan,-0.10114
take,-0.23882
taken,-0.30372
takes,-0.20596
taking,-0.27814
talk,-0.17254
talked,-0.19137
talking,-0.22466
talks,-0.24288
tanzania,-0.13369
target,0.04235
targeted,0.03899
targeting,0.01388
targets,0.0043
task,-0.19502
tasks,0.03182
taught,-0.02787
teach,0.06
teacher,-0.59095
team,-0.16419
tear,0.06997
tech,0.07681
technique,0.06491
techniques,-0.08473
technologies,-0.79724
technology,0.0182
teenagers,-0.19137
teens,-0.28988
telephone,-0.33075
tell,-0.55911
telling,-0.46689
tells,-0.19292
temperature,0.11214
temporarily,-0.24288
temporary,-0.0033
ten,-0.13369
tend,-0.54818
tended,0.15784
tends,0.06
tens,-0.22701
term,-0.14775
terms,-0.10519
territory,-0.10114
test,-0.05759
tested,-0.11135
testing,-0.19438
tests,0.09829
texas,-0.35756
th,0.01394
thailand,-0.1924
thank,-0.31231
thanks,0.41569
theory,-0.40688
therapeutic,-0.10213
therapeutics,-0.22701
therapies,-0.10248
therapist,-0.14644
therapists,-0.70598
therapy,-0.04003
therefore,0.21114
thin,-0.19189
thing,-0.32451
things,-0.20749
think,-0.17384
thinking,-0.34734
thinks,-0.37139
thinning,-0.19137
third,-0.27404
thirds,-0.21447
thomas,-0.09456
thompson,0.01388
though,-0.24443
thought,-0.18714
thoughts,-0.21447
thousands,-0.35327
threatening,-0.33288
three,-0.16115
throat,0.06
throughout,0.14456
thursday,-0.02009
thus,-0.02229
tied,-0.34496
tim,0.23717
time,-0.11688
times,-0.32547
timing,-0.289
timor,-0.10114
tiny,-0.24225
tips,-0.06633
tired,-0.24288
tissue,0.01844
tissues,0.21114
tobago,-0.10114
today,-0.04022
together,-0.15322
toggle,-0.63885
togo,-0.10114
tokelau,-0.10114
told,0.04353
tolerance,-0.06587
tolerate,-0.21909
tolerated,-0.06602
tom,0.06
tome,-0.10114
tonga,-0.10114
took,-0.20213
tool,-0.24711
tools,-0.11281
top,-0.14589
topic,-0.49528
topical,0.04399
toronto,-0.33075
total,0.03652
totally,0.23717
touch,0.06
tough,-0.17028
toward,-0.25342
toxic,0.13776
track,-0.19502
tracked,0.05343
tracking,0.06997
tract,-0.25955
trade,-0.11198
traditional,0.12604
traditionally,-0.19189
train,0.335
trained,-0.03625
training,-0.09148
trains,-0.19137
translate,-0.25955
translational,-0.14644
transplant,-0.06617
transplants,-0.01436
trauma,-0.571
traumatic,-0.37014
travel,-0.16401
treat,-0.18424
treated,-0.09256
treating,-0.17793
treatment,-0.02838
treatments,-0.1494
treats,-0.11198
tree,-0.06587
tremendous,-0.54484
tremors,-0.24288
trend,-0.22701
trial,-0.14185
trials,-0.21342
tricky,-0.19137
tried,-0.02139
trigger,-0.4398
triggered,-0.13369
triggers,0.01388
triglycerides,-0.24288
trinidad,-0.13369
trip,-0.54484
trouble,-0.14365
true,-0.31627
truly,-0.571
trust,0.16986
try,-0.23663
trying,-0.18331
tube,-0.34496
tuesday,-0.36628
tufts,-0.59095
tumor,0.08065
tumors,0.06683
tunisia,-0.10114
turkey,-0.17028
turkmenistan,-0.10114
turks,-0.10114
turn,-0.07817
turned,-0.20729
turning,-0.02787
turns,-0.25471
tuvalu,-0.10114
tv,-0.06602
twice,-0.2515
twitter,-0.34734
two,-0.2157
type,-0.20499
types,-0.03251
typical,-0.23927
typically,-0.14661
ucla,-0.06587
uganda,-0.1924
uk,0.32792
ukraine,-0.10114
ulcers,0.23717
ultimately,-0.27355
ultrasound,0.20935
unable,-0.41662
uncertain,-0.63271
uncertainty,-0.70598
unclear,-0.47049
uncomfortable,0.23795
uncontrolled,-0.63271
undergo,-0.09339
undergoing,-0.29076
undergone,0.19183
underlying,-0.29165
understand,-0.28702
understanding,-0.08473
understood,-0.33075
underway,-0.13369
underwent,-0.02009
unexpected,0.36476
unfortunately,-0.19344
unhealthy,-0.54484
unique,0.01394
unit,-0.11281
united,-0.27914
units,-0.63271
university,-0.26338
unknown,-0.0033
unless,-0.28988
unlike,-0.15064
unlikely,-0.22701
unnecessary,-0.13369
unpleasant,-0.19189
unsubscribe,-0.10114
untreated,-0.12125
unusual,-0.79724
updated,-0.99432
upon,-0.54716
upper,-0.31827
urge,-0.63271
urged,-0.3689
urinary,0.19183
urine,-0.19189
uruguay,-0.10114
us,-0.03757
usa,-0.06602
use,-0.12251
used,-0.05705
useful,-0.20582
user,0.06997
users,-0.16947
uses,0.05659
using,-0.03928
usual,-0.74268
usually,-0.22865
uterine,-0.63271
uterus,0.11172
uzbekistan,-0.10114
va,-0.59095
vaccine,-0.63576
vaccines,-0.84911
vaginal,-0.31827
valid,-0.3258
valley,-0.24288
valuable,0.03182
value,-0.21748
vanuatu,-0.10114
variation,-0.24288
varies,-0.289
variety,-0.04779
various,-0.08988
vary,0.01394
varying,-0.06587
vascular,0.41569
vast,-0.25955
ve,-0.14377
vegetables,-0.22466
venezuela,-0.10114
verde,-0.10114
version,-0.23288
versions,-0.73852
versus,-0.33721
vessel,-0.33075
vessels,0.02224
veterans,-0.70598
via,-0.08473
viable,-0.289
vice,-0.37392
victims,-0.59095
video,0.17981
videos,-0.59095
viet,-0.10114
view,-0.05761
viewed,0.15784
vincent,-0.09456
viral,0.11151
virgin,-0.13369
virginia,-0.19137
virtually,-0.33075
virus,-0.00755
viruses,0.01394
visible,-0.54484
vision,-0.09855
visit,-0.33956
visits,-0.1924
visual,0.11214
vital,0.11151
vitamin,-0.5495
vitamins,-0.13369
voice,-0.19137
volume,-0.10114
volunteers,-0.26185
vomiting,-0.1924
vulnerable,-0.06617
wait,-0.09571
waiting,-0.13369
wake,-0.25955
walk,-0.00049
walked,-0.40402
walking,-0.12556
wall,0.07067
wallis,-0.10114
want,-0.29495
wanted,-0.23891
wants,-0.03585
war,-0.33075
warm,-0.19137
warn,0.04399
warned,-0.09456
warning,-0.10114
warrant,0.2677
washington,-0.57322
wasn,-0.24679
watch,-0.51535
watched,-0.63271
watching,-0.3689
water,-0.35255
wave,-0.19137
waves,0.16986
way,-0.2142
ways,-0.03873
weak,-0.63271
weakened,0.335
weakness,-0.54716
wear,0.04426
wearing,-0.19137
wears,-0.54484
website,-0.04493
wednesday,-0.24
week,-0.21689
weekly,-0.74268
weeks,-0.14007
weight,-0.13162
welcome,-0.16401
well,-0.15308
wellness,0.11151
went,0.01051
weren,-0.56414
west,-0.76885
western,-0.4554
whatever,0.32898
wheat,-0.19137
whereas,0.03182
whether,-0.28761
white,-0.42987
whole,-0.08477
whose,-0.29468
wide,0.05639
widely,-0.24684
wider,-0.19189
widespread,-0.13504
wife,0.14469
william,-0.26812
willing,-0.37139
window,-0.06633
wine,-0.3689
wire,-0.24288
within,-0.15133
without,-0.15399
woman,-0.24192
women,-0.1268
won,-0.20578
wondered,-0.19137
wonderful,-0.01436
word,-0.43818
words,-0.4398
wore,0.20935
work,-0.23026
worked,-0.23337
workers,-0.40402
working,-0.08511
works,-0.12176
world,-0.06112
worldwide,-0.17254
worn,0.23717
worried,-0.24428
worries,-0.70598
worry,-0.35255
worse,-0.08988
worsen,-0.289
worsening,0.06
worst,-0.12556
worth,-0.51235
would,-0.15922
wouldn,-0.23089
wound,0.04399
write,-0.27462
writer,-0.73852
writes,0.07681
writing,0.15784
written,-0.46689
wrong,-0.20957
wrote,-0.47503
wsj,-0.37392
y,-0.05186
yale,-0.59364
year,-0.15743
yearly,-0.289
years,-0.17846
yemen,-0.10114
yes,-0.35255
yet,-0.19104
yoga,0.15008
york,-0.26132
young,-0.26582
younger,-0.05577
zambia,-0.10114
zealand,-0.24428
zero,-0.03585
zimbabwe,-0.13369
